X,ID,Name,Age,Nationality,Overall,Potential,Club,Wage,PreferredFoot,InternationalReputation,WeakFoot,SkillMoves,BodyType,Position,JerseyNumber,Height,Weight,ST,CF,W,CAM,CM,OM,CDM,WB,CB,FB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
1522,229594,A.óæorióö,21,Croatia,76,88,Roma,38,Right,1,4,4,Lean,CAM,19,69,130,66,72,74,74,69,74,54,57,41,52,73,64,34,74,56,80,67,71,66,81,78,66,82,71,84,68,55,73,49,71,41,27,70,77,58,78,44,31,24
1541,198640,Z.Labyad,25,Morocco,76,79,Ajax,17,Right,1,5,4,Normal,CAM,19,68,143,71,75,75,75,69,74,54,58,45,54,76,70,49,72,74,79,84,83,64,81,78,74,77,72,82,83,64,69,61,79,32,31,69,80,68,79,38,36,28
1554,210423,A.Rusn’çk,23,Slovakia,76,80,RealSaltLake,8,Right,1,4,3,Normal,CAM,11,69,161,69,73,74,75,71,74,61,62,51,58,73,71,39,77,74,73,73,72,74,77,76,73,85,72,75,79,55,74,53,77,59,38,73,76,69,74,51,49,38
1569,176894,Mossor’_,34,Brazil,76,76,MedipolBaÅ™akÅ™ehirFK,25,Right,1,4,4,Normal,CAM,8,67,148,70,74,74,75,71,73,61,61,54,58,71,69,60,77,72,77,77,69,72,78,76,67,78,72,90,75,74,62,50,77,87,42,72,77,66,76,44,42,47
1582,233478,M.Zajc,24,Slovenia,75,82,Empoli,13,Right,1,3,4,Normal,CAM,14,70,168,70,72,72,73,71,72,62,63,56,61,69,69,60,76,69,74,72,72,74,76,68,71,74,70,75,74,65,68,55,70,52,40,75,74,67,74,55,55,53
1594,204555,R.’Ålvarez,30,Argentina,75,75,ClubAtlas,21,Left,2,2,4,Lean,CAM,11,74,185,71,73,73,74,72,73,64,64,59,61,78,68,64,76,73,79,78,76,76,79,62,59,73,75,56,75,74,65,73,75,63,53,72,72,63,73,35,58,54
1609,192274,A.Barrada,29,Morocco,75,75,Antalyaspor,18,Right,1,3,3,Normal,CAM,32,70,161,70,73,73,74,70,73,59,59,53,56,74,64,61,76,63,76,76,78,75,78,73,76,80,75,72,71,68,63,68,70,70,36,71,74,71,68,44,42,33
1617,181271,B.Doóçkal,29,CzechRepublic,75,75,PhiladelphiaUnion,15,Right,1,4,4,Lean,CAM,10,72,159,70,73,73,74,72,73,62,62,54,59,80,67,57,77,69,75,82,76,73,77,66,63,71,74,66,78,63,65,58,78,59,48,73,78,71,74,52,46,40
1618,189207,J.Durmaz,29,Sweden,75,75,ToulouseFootballClub,28,Left,2,4,3,Normal,CAM,21,71,152,66,72,73,73,69,73,56,57,43,52,74,69,22,75,68,79,76,76,73,75,77,72,77,72,76,77,53,71,53,73,75,22,66,72,74,75,31,44,30
1623,186650,M.Alustiza,34,Argentina,75,75,U.N.A.M.,21,Left,1,4,3,Normal,CAM,11,65,150,73,73,72,73,67,71,53,54,47,51,60,80,75,72,75,74,67,64,68,75,74,68,79,68,78,74,80,66,58,72,60,27,73,75,80,70,30,33,33
1634,194079,A.Potuk,27,Turkey,75,76,Fenerbah’_eSK,53,Right,1,4,3,Lean,CAM,7,70,148,69,72,73,73,71,73,64,65,58,63,70,60,59,75,50,77,75,40,74,75,77,79,87,74,83,75,72,79,61,70,78,46,72,71,50,70,58,49,49
1638,137506,G.Pandev,34,FYRMacedonia,75,75,Genoa,18,Left,2,3,4,Normal,CAM,19,72,165,73,75,74,74,69,72,54,54,49,52,69,73,70,74,78,83,80,69,65,83,65,52,63,73,72,76,72,44,62,74,52,39,79,71,68,72,23,40,35
1646,244260,DaniOlmo,20,Spain,75,85,DinamoZagreb,1,Right,1,4,4,Normal,CAM,7,70,159,67,72,74,74,69,74,55,57,44,54,77,70,43,75,62,74,72,75,78,76,77,80,77,69,64,68,55,63,53,71,47,27,69,76,62,73,40,35,32
1711,230469,AiltonGuevara,26,Brazil,75,75,Am’©ricaFC(MinasGerais),17,Right,1,3,4,Lean,CAM,10,70,157,71,73,73,73,67,73,50,53,42,49,75,75,68,72,63,74,81,75,62,75,70,70,78,72,75,70,73,73,57,75,65,22,76,76,68,75,13,27,23
1717,226376,Kaku,23,Paraguay,75,83,NewYorkRedBulls,8,Left,1,3,4,Lean,CAM,10,67,150,66,72,73,74,70,74,60,62,51,59,65,66,39,77,51,78,70,66,73,74,85,82,89,64,82,69,56,77,56,68,51,40,70,76,61,71,61,44,40
1718,230475,AdilsonEdrada,26,Brazil,75,75,Santos,18,Right,1,3,3,Lean,CAM,23,69,159,70,73,73,74,66,71,52,55,45,53,63,73,56,76,68,75,61,66,58,73,79,82,81,66,78,61,69,55,59,73,43,38,76,77,76,67,16,32,44
1765,213597,D.Vald’©s,24,Chile,75,79,MonarcasMorelia,10,Right,1,3,4,Lean,CAM,10,70,165,71,73,73,73,71,73,63,64,58,62,67,64,64,75,63,74,70,67,73,75,80,79,74,70,67,75,68,75,74,74,54,53,73,75,55,78,50,52,42
1776,176993,Bojan,27,Spain,75,75,StokeCity,40,Right,2,4,4,Lean,CAM,27,67,143,67,72,72,73,67,72,50,52,36,47,68,70,42,76,75,75,79,66,72,74,75,68,80,69,85,72,43,57,40,69,30,29,73,76,71,74,31,22,19
1779,206436,Y.Benzia,23,Algeria,75,81,Fenerbah’_eSK,25,Right,2,4,4,Normal,CAM,39,70,168,71,73,73,74,71,73,60,61,53,58,66,72,64,75,69,79,77,71,68,76,72,68,77,68,72,71,79,72,58,67,61,55,75,77,76,75,33,46,38
1796,193897,J.Ananidze,25,Georgia,75,78,SpartakMoscow,1,Right,2,4,3,Lean,CAM,7,67,141,67,72,73,73,69,73,55,59,45,56,70,70,57,78,62,76,73,74,69,72,84,67,90,69,90,74,73,77,27,73,49,32,68,75,72,65,32,45,39
1816,198006,J.Toornstra,29,Netherlands,75,75,Feyenoord,14,Right,1,3,3,Normal,CAM,28,70,163,73,73,72,73,73,73,68,68,62,66,75,75,65,77,74,71,74,73,75,74,63,68,67,75,72,82,53,92,70,77,69,50,75,73,56,77,67,56,53
1830,200831,A.ElKhayati,29,Netherlands,75,75,ADODenHaag,11,Right,1,4,4,Normal,CAM,23,73,152,70,73,73,74,69,73,57,58,49,54,71,74,46,72,68,77,77,72,69,78,74,73,69,67,69,75,66,75,71,76,61,34,70,78,77,67,45,33,32
1836,230274,DaniRochelinhas,26,Brazil,75,75,Chapecoense,17,Left,1,3,4,Normal,CAM,21,70,165,67,72,73,74,69,73,56,57,45,54,66,64,51,74,61,75,72,73,71,76,81,72,82,74,67,55,51,71,54,62,57,41,77,76,71,78,26,33,32
1901,211108,Fernandinho,25,Brazil,75,78,ChongqingDangdaiLifanFCSWMTeam,10,Left,1,3,4,Lean,CAM,32,69,143,70,73,73,72,69,73,62,65,57,62,70,67,44,69,58,78,67,60,64,77,80,80,72,74,79,75,87,78,66,71,63,50,75,66,63,74,56,50,49
1933,245682,K.Traor’©,26,IvoryCoast,75,75,,0,Left,1,3,4,Normal,CAM,8,70,165,67,72,73,74,69,73,56,57,45,54,66,64,51,74,61,75,72,73,71,76,81,72,82,74,67,55,51,71,54,62,57,41,77,76,71,78,26,33,32
1937,211124,P.Hurtado,27,Peru,75,75,AtikerKonyaspor,18,Right,1,4,4,Normal,CAM,16,69,159,73,74,74,74,69,73,57,59,51,57,70,72,72,74,70,75,68,72,71,76,80,83,75,70,73,76,80,65,59,71,42,45,72,74,69,72,48,34,28
1969,222148,O.Duda,23,Slovakia,75,82,HerthaBSC,22,Right,1,4,4,Lean,CAM,10,71,163,70,73,72,73,70,73,61,61,55,59,62,77,49,76,70,79,68,75,69,80,70,67,76,72,75,75,70,78,55,53,60,26,68,75,56,78,63,58,44
1976,210377,Jo’£oTeixeira,25,Portugal,75,78,Vit’_riaGuimar’£es,10,Right,1,3,3,Normal,CAM,10,70,168,67,72,72,73,69,72,55,56,46,52,60,66,46,75,44,77,60,56,72,76,76,69,73,75,74,64,52,66,65,70,42,28,71,74,56,68,44,34,31
2018,215270,L.Zelaray’çn,26,Argentina,75,77,TigresU.A.N.L.,46,Right,1,3,3,Normal,CAM,8,68,161,68,72,73,73,70,73,59,61,51,58,71,64,50,73,69,79,74,75,72,75,78,75,91,69,76,73,81,72,59,65,50,44,69,78,67,61,50,43,35
2021,221671,LeeJaeSung,25,KoreaRepublic,75,78,HolsteinKiel,13,Left,2,4,3,Lean,CAM,7,71,154,70,72,72,74,74,73,68,67,62,65,65,69,66,78,65,73,65,58,74,74,69,67,76,73,62,69,57,91,69,73,77,67,70,80,44,79,49,54,50
2027,215018,B.Alem’çn,28,Uruguay,75,75,EttifaqFC,29,Left,1,3,3,Normal,CAM,23,69,174,71,73,73,73,72,73,69,70,67,69,72,67,60,73,66,76,80,78,71,74,78,80,76,70,65,79,70,71,73,78,66,69,74,73,69,69,65,66,64
2036,188397,R.Rodelin,28,France,75,75,EnAvantdeGuingamp,25,Right,1,3,3,Lean,CAM,23,76,181,74,73,73,73,70,73,59,60,52,56,75,74,80,72,75,75,69,65,71,77,68,68,69,73,55,73,80,82,76,71,42,54,75,72,68,66,44,30,19
2044,210930,CarlesGil,25,Spain,75,76,DeportivodeLaCoru’±a,10,Left,2,4,4,Normal,CAM,10,67,143,66,72,74,74,71,73,58,60,47,55,76,70,34,77,71,78,76,58,75,79,68,67,74,73,75,63,60,62,56,66,41,40,72,75,69,72,36,43,39
2088,176652,D.Kol’çÅÈ,32,CzechRepublic,74,74,ViktoriaPlzeÅ_,1,Right,1,4,3,Normal,CAM,26,71,176,71,72,71,72,70,71,57,59,50,55,70,72,69,74,67,74,66,70,70,71,62,64,63,75,69,72,66,72,66,73,33,53,75,76,75,72,34,35,32
2126,234015,CaioMila’_ar,34,Brazil,74,74,Cear’çSportingClub,19,Right,1,4,4,Lean,CAM,8,67,148,66,71,71,72,67,70,52,55,41,51,59,72,47,75,69,75,68,64,60,75,68,66,76,74,85,60,48,67,44,63,41,43,68,76,73,79,17,32,30
2196,230466,F’çbioMelitinho,34,Brazil,74,74,Fluminense,25,Right,1,5,3,Normal,CAM,10,67,148,66,70,70,72,69,70,51,52,38,47,73,72,42,74,73,74,83,75,75,73,45,56,78,76,76,74,48,68,44,75,54,20,74,75,72,83,10,33,31
2203,232517,N.Silva,28,Argentina,74,74,ClubAtl’©ticoBanfield,15,Right,1,4,3,Lean,CAM,34,64,128,64,70,72,71,63,72,45,52,32,47,69,66,36,71,50,79,66,72,67,70,90,86,94,65,94,67,55,69,30,54,33,19,70,67,49,63,30,15,16
2204,184133,Castro,30,Portugal,74,74,G’_ztepeSK,22,Right,1,2,3,Normal,CAM,8,71,165,70,72,71,72,72,71,70,68,67,67,66,66,55,74,62,74,71,55,72,75,68,66,77,71,72,84,67,75,77,76,76,69,70,76,63,69,63,66,61
2223,192587,A.IoniÅ£óÛ,27,Moldova,74,74,Cagliari,27,Right,2,4,3,Normal,CAM,21,72,161,70,70,69,70,72,70,73,71,73,71,68,64,74,75,60,70,69,65,74,73,67,68,67,72,69,75,79,79,79,72,73,74,70,70,65,71,67,75,70
2239,230482,MarlonNideiro,34,Brazil,74,74,Gr’émio,25,Right,1,3,4,Normal,CAM,8,67,146,65,71,73,73,67,73,52,58,41,53,71,64,42,75,74,75,73,69,60,74,83,75,86,80,90,59,66,68,33,56,39,36,72,74,68,74,33,24,33
2244,163925,A.Diamanti,35,Italy,74,74,Livorno,4,Left,2,2,4,Normal,CAM,23,71,165,69,73,74,75,70,74,55,56,45,52,76,60,54,79,74,80,77,82,71,82,68,67,74,64,71,81,50,65,61,78,60,30,76,76,70,74,32,32,28
2250,230488,AlvildoSousa,34,Brazil,74,74,SportClubdoRecife,15,Right,1,3,4,Normal,CAM,10,72,174,70,72,72,72,68,72,54,56,46,53,73,62,61,75,72,74,71,72,61,75,73,65,66,82,62,77,55,71,77,74,54,33,70,76,66,74,16,31,32
2251,193881,F.óêurióçióö,26,Serbia,74,76,Sassuolo,40,Right,1,4,4,Lean,CAM,9,71,165,67,71,72,73,68,72,57,59,50,56,65,64,48,74,69,77,76,69,71,78,76,75,78,73,77,67,73,55,65,65,45,42,67,75,69,71,45,35,43
2252,205402,J.Bo’âtius,24,Netherlands,74,78,1.FSVMainz05,22,Right,1,4,4,Normal,CAM,5,70,168,70,72,74,73,66,73,51,56,42,53,70,70,62,69,65,77,80,60,67,77,88,85,89,69,67,70,67,77,53,73,37,25,65,71,61,67,30,28,25
2255,228698,V.Kovalenko,22,Ukraine,74,82,ShakhtarDonetsk,1,Right,1,3,3,Lean,CAM,74,72,165,71,72,73,72,71,73,67,69,62,67,71,71,59,74,76,73,75,75,68,75,79,75,74,68,69,74,64,87,68,73,57,68,73,71,68,64,59,59,55
2271,210021,H.Mukhtar,23,Germany,74,81,Br’ÙndbyIF,21,Right,1,5,3,Normal,CAM,10,68,157,66,71,72,72,69,73,58,63,49,59,68,60,40,74,55,79,60,67,64,79,76,81,89,70,87,73,71,89,53,62,36,43,66,72,60,66,47,40,43
2304,225139,K.Dolly,25,SouthAfrica,74,77,MontpellierHSC,21,Left,1,4,3,Normal,CAM,20,67,154,63,70,73,72,67,72,54,56,43,52,71,66,23,74,60,76,70,68,70,75,84,77,83,67,90,60,67,60,45,74,59,28,65,72,54,66,55,32,24
2316,213113,M.Cabrera,32,Uruguay,74,74,DeportivoCali,3,Right,1,3,4,Lean,CAM,8,70,152,64,70,72,73,73,73,68,68,60,66,71,50,46,77,64,76,76,68,75,80,76,73,77,72,69,58,54,74,61,59,54,66,72,77,60,72,52,62,54
2318,218746,Pozo,22,Spain,74,81,RayoVallecano,15,Right,1,4,3,Lean,CAM,22,67,143,69,71,72,72,69,71,61,62,55,60,65,70,57,77,69,77,65,64,75,78,74,72,76,66,80,64,55,57,57,74,39,46,69,65,66,62,61,52,50
2321,225403,I.Kahveci,22,Turkey,74,78,MedipolBaÅ™akÅ™ehirFK,19,Left,1,4,4,Normal,CAM,23,69,148,68,72,71,72,70,72,62,62,56,60,59,65,55,74,60,78,77,75,72,77,76,78,75,71,79,70,58,71,62,65,65,52,67,72,54,71,49,49,43
2369,234126,VitorBueno,23,Brazil,74,81,DynamoKyiv,1,Right,1,3,3,Lean,CAM,20,72,174,69,72,72,73,68,72,55,56,46,52,68,69,36,73,69,74,79,65,70,74,76,70,70,72,57,76,52,60,76,72,52,31,79,74,63,70,34,38,36
2370,235663,G.Til,20,Netherlands,74,80,AZAlkmaar,10,Right,1,3,3,Normal,CAM,10,72,163,70,72,70,73,73,72,68,67,61,66,57,72,58,78,58,67,55,63,73,74,68,74,69,77,73,70,52,90,69,69,56,66,74,74,66,72,52,58,55
2390,211098,B.Dack,24,England,74,78,BlackburnRovers,32,Right,1,4,3,Normal,CAM,23,69,157,71,73,73,73,70,73,63,63,59,61,67,72,61,72,59,77,75,71,69,73,82,74,79,68,79,68,72,69,70,67,80,55,77,73,63,77,46,56,45
2391,217242,Y.Kubo,24,Japan,74,78,1.FCN’_rnberg,16,Right,1,4,4,Lean,CAM,14,70,157,70,72,73,72,66,71,55,59,49,56,64,75,51,70,58,76,70,71,61,76,79,73,85,69,77,70,78,68,56,68,41,27,75,69,65,73,37,49,51
2397,189595,M.Ekici,28,Turkey,74,74,Fenerbah’_eSK,51,Right,2,5,3,Normal,CAM,11,71,168,69,72,71,73,72,71,65,63,59,61,68,64,55,77,75,75,82,83,76,77,66,65,70,65,71,82,62,58,63,80,70,60,73,74,74,70,48,58,49
2410,219808,Tana,27,Spain,74,74,UDLasPalmas,11,Right,1,4,4,Stocky,CAM,24,67,161,65,71,72,73,67,72,48,51,34,45,68,67,28,77,59,78,73,59,68,74,71,65,81,70,88,65,46,69,53,62,26,15,74,76,64,74,34,20,15
2411,222368,A.Miranchuk,22,Russia,74,81,LokomotivMoscow,1,Right,1,4,3,Lean,CAM,16,72,159,69,72,71,72,67,71,51,54,42,50,65,73,48,72,46,74,59,67,65,73,68,76,72,74,70,72,49,72,68,68,39,22,70,77,71,72,25,30,31
2422,158372,I.Afellay,32,Netherlands,74,74,StokeCity,37,Right,2,4,4,Lean,CAM,14,71,168,68,71,72,73,71,71,64,64,58,62,74,67,46,77,72,77,78,75,72,78,72,64,74,71,77,74,73,47,62,68,51,62,67,72,70,76,36,67,58
2471,198331,M.Vydra,26,CzechRepublic,74,76,Burnley,43,Right,1,4,3,Normal,CAM,27,69,157,72,73,73,72,65,72,52,56,46,54,64,78,59,69,70,70,69,64,60,74,86,83,80,73,72,72,76,69,60,71,53,31,77,70,79,72,37,28,34
2473,168379,Carmona,30,Spain,74,74,RealSportingdeGij’_n,10,Right,1,3,3,Normal,CAM,10,70,161,68,71,72,72,71,73,62,63,54,59,80,65,59,79,58,72,79,78,76,76,69,68,71,72,72,71,62,72,68,69,59,55,69,72,80,73,37,44,37
2475,186556,Dentinho,29,Brazil,74,74,ShakhtarDonetsk,1,Right,1,4,4,Normal,CAM,9,69,165,71,73,73,73,68,72,60,61,56,59,65,67,65,72,69,75,66,46,61,80,81,77,75,73,67,68,55,66,65,73,68,45,72,71,64,72,49,46,42
2478,176062,S.Kljestan,32,UnitedStates,74,74,OrlandoCitySC,8,Right,2,4,3,Lean,CAM,16,73,170,69,71,71,72,73,72,66,66,62,64,76,66,67,78,64,71,70,73,71,73,60,62,66,74,62,70,75,76,69,71,70,59,74,80,67,73,35,65,59
2481,210112,C.Benavente,24,Peru,74,78,SportingdeCharleroi,12,Left,1,5,4,Normal,CAM,2,68,161,68,72,73,72,66,71,51,54,43,51,65,73,46,71,66,79,73,65,66,75,81,69,88,68,82,68,80,53,42,74,37,30,71,66,58,72,23,43,37
2517,153296,Y.Gourcuff,31,France,74,74,DijonFCO,14,Right,2,4,4,Normal,CAM,28,73,181,68,70,70,72,72,70,63,60,57,58,72,62,69,78,69,75,78,76,77,76,50,51,72,72,68,75,52,61,67,72,66,50,70,80,74,76,47,52,43
2527,222678,R’©gis,25,Brazil,74,76,AlWehda,12,Left,1,3,3,Normal,CAM,22,67,154,67,71,73,72,68,72,54,58,44,54,70,70,40,74,66,74,73,75,71,76,79,75,83,70,84,65,60,67,53,64,50,32,70,72,71,58,28,34,45
2557,199912,S.Kittel,25,Germany,74,76,FCIngolstadt04,24,Right,1,5,4,Lean,CAM,10,70,168,68,72,73,73,68,73,54,56,43,52,72,71,50,75,64,78,75,72,70,77,76,70,82,72,81,68,72,71,52,68,39,37,69,69,60,61,41,24,20
2567,191725,P.Morales,33,Chile,74,74,CDUniversidaddeConcepci’_n,5,Right,2,3,3,Lean,CAM,11,71,170,69,71,71,72,71,71,64,64,58,62,72,65,55,74,72,72,76,77,71,76,67,67,75,73,68,78,54,72,62,74,66,54,74,73,79,75,45,62,50
2592,212474,TiagoSilva,25,Portugal,74,77,CDFeirense,11,Right,1,4,4,Normal,CAM,10,67,137,67,72,73,73,73,73,65,66,56,64,78,65,49,76,53,74,74,72,77,75,74,70,77,78,74,74,60,69,39,75,66,60,67,76,70,68,44,58,53
2604,198143,SamuSaiz,27,Spain,74,75,LeedsUnited,37,Right,1,3,4,Normal,CAM,14,69,150,66,71,73,73,68,73,50,52,38,47,71,66,40,70,62,79,79,68,71,79,78,67,79,67,86,67,70,72,55,71,52,19,68,77,75,69,22,30,14
2610,206594,S.March,23,England,73,77,Brighton&HoveAlbion,31,Left,1,2,3,Lean,CAM,20,71,170,67,71,73,71,66,72,58,61,51,58,75,66,40,70,54,79,70,64,64,74,78,82,78,64,77,74,35,68,61,71,55,30,67,72,55,68,63,50,42
2647,180754,K.Nakamura,37,Japan,73,73,KawasakiFrontale,7,Right,2,3,3,Lean,CAM,14,69,146,68,70,70,71,73,70,68,67,64,65,76,70,71,76,68,72,85,85,77,75,51,51,72,73,75,74,70,67,58,76,65,71,64,77,80,80,55,62,60
2652,230420,PietrsonMendes,34,Brazil,73,73,Bahia,12,Left,1,3,3,Lean,CAM,10,68,141,68,71,72,71,67,72,57,62,50,59,76,66,56,76,72,72,77,76,63,75,80,84,81,67,79,74,52,67,50,68,45,47,68,68,68,76,28,51,44
2655,201751,I.Kov’çcs,26,Hungary,73,74,,0,Right,1,4,3,Lean,CAM,10,68,143,63,70,70,71,64,69,50,52,39,49,56,68,29,73,52,72,49,49,65,72,84,77,83,73,82,63,52,48,42,65,43,29,65,74,56,73,41,22,30
2672,149791,W.Hoolahan,36,RepublicofIreland,73,73,WestBromwichAlbion,20,Left,2,2,3,Lean,CAM,22,66,157,64,69,69,72,69,69,57,56,47,53,72,63,43,76,62,74,73,67,72,80,60,52,70,66,88,70,33,52,53,67,39,35,64,80,77,73,42,51,36
2674,211489,J.G’_mez,28,Argentina,73,73,AlFayha,18,Right,1,3,3,Normal,CAM,8,67,157,66,70,72,72,68,71,57,57,47,54,69,69,43,72,64,75,69,56,73,73,73,72,84,66,79,62,47,68,61,70,68,42,71,74,77,63,34,35,37
2695,215083,M.Urruti,27,Argentina,73,74,FCDallas,8,Right,1,2,3,Lean,CAM,37,72,163,71,71,68,69,66,67,61,60,58,59,36,73,63,68,74,71,67,52,49,72,77,76,76,72,77,80,68,84,63,74,80,55,73,64,66,70,34,59,49
2712,227633,B.Ramselaar,22,Netherlands,73,79,PSV,11,Right,1,3,3,Lean,CAM,23,70,163,68,71,72,72,70,72,66,67,60,65,63,62,56,75,64,73,66,57,68,75,83,83,77,74,74,66,52,81,64,64,67,60,72,69,58,70,63,52,48
2714,139058,O.P’©rez,37,Argentina,73,73,PatriotasBoyac’çFC,2,Right,1,3,3,Stocky,CAM,10,71,181,67,69,68,72,71,68,64,59,58,57,72,56,59,78,75,69,80,82,77,78,50,51,60,73,74,76,31,34,80,74,58,56,70,83,63,81,55,49,48
2724,165429,C.KeÅ™er’_,31,Romania,73,73,,0,Left,2,3,2,Normal,CAM,13,70,157,72,70,68,68,64,68,53,56,48,53,67,76,69,66,70,62,68,71,58,66,73,65,59,76,78,80,64,72,72,69,40,47,79,69,75,70,32,32,28
2746,184895,G.Bia,28,Belgium,73,73,SportingLokeren,13,Right,1,4,3,Normal,CAM,9,71,174,69,72,72,72,65,72,48,52,38,48,72,72,38,69,74,74,70,72,68,70,81,76,73,73,76,76,81,64,68,74,23,21,71,74,79,70,31,22,19
2750,209218,J.AlHussien,35,Syria,73,73,AlTaawoun,13,Right,1,3,4,Normal,CAM,10,66,139,65,69,70,71,69,70,62,61,56,58,72,69,44,75,57,75,63,67,70,74,62,60,71,65,68,65,54,60,67,69,66,56,64,79,73,65,53,48,47
2754,229699,N.Benedetti,21,Colombia,73,85,DeportivoCali,2,Right,1,3,4,Normal,CAM,21,70,154,65,70,70,72,69,71,59,59,50,57,58,67,42,74,47,74,60,52,67,75,78,74,73,65,74,63,53,76,59,70,47,41,67,75,50,71,46,49,38
2760,158790,L.Bustamante,32,Argentina,73,73,DeportesIquique,4,Right,1,4,3,Normal,CAM,20,67,148,64,69,70,72,68,71,55,55,44,51,65,66,43,79,59,72,49,57,74,73,76,71,81,63,80,67,74,71,56,68,56,24,62,78,53,66,35,37,32
2792,214609,S.C’çrdenas,28,Colombia,73,73,Atl’©ticoBucaramanga,5,Left,1,2,3,Normal,CAM,7,66,143,66,71,72,72,68,72,57,60,47,56,74,66,41,72,72,73,74,74,67,71,79,79,82,69,90,72,87,78,38,72,62,42,70,76,79,66,58,32,26
2796,201043,B.Dejaegere,27,Belgium,73,74,KAAGent,17,Right,1,4,4,Normal,CAM,19,69,159,67,71,71,72,72,72,71,72,68,71,63,51,54,71,68,76,64,68,65,74,81,71,90,75,83,75,80,90,70,68,80,72,72,75,60,76,64,69,68
2798,186452,S.deJong,29,Netherlands,73,73,SydneyFC,15,Right,2,4,2,Normal,CAM,22,73,181,73,71,68,71,72,69,66,63,63,62,63,76,79,75,77,67,66,70,73,73,45,49,62,74,60,80,76,77,76,76,58,60,81,73,72,77,61,54,52
2812,183644,A.Gr’_nwald,29,Austria,73,73,FKAustriaWien,15,Left,1,2,3,Normal,CAM,10,74,185,69,70,70,71,71,71,67,66,62,64,67,69,58,74,64,73,75,79,70,75,65,66,64,69,68,73,65,80,84,70,65,61,65,76,68,70,55,56,55
2826,210016,DiegoLopes,24,Brazil,73,77,RioAveFC,7,Right,1,4,3,Lean,CAM,10,67,141,66,71,71,72,69,71,59,61,51,59,64,65,55,72,59,76,68,61,68,75,74,72,81,73,84,69,49,69,33,64,71,42,68,73,67,67,36,53,51
2841,232294,R.Morioka,27,Japan,73,74,RSCAnderlecht,16,Right,1,3,3,Lean,CAM,10,71,174,67,70,70,72,68,70,54,54,45,51,71,72,58,78,59,70,65,70,72,73,69,54,72,65,71,67,62,62,59,71,39,27,72,78,64,75,32,42,34
2875,234612,J.Ikon’©,20,France,73,84,LOSCLille,18,Left,1,4,3,Normal,CAM,12,69,161,67,71,73,71,64,72,52,56,43,53,65,62,39,69,54,76,62,53,61,75,90,89,91,74,76,74,34,62,53,62,65,25,69,65,65,62,28,36,36
2894,208250,A.Bakasetas,25,Greece,73,77,AEKAthens,1,Left,1,4,3,Normal,CAM,14,71,170,71,71,70,71,68,70,58,59,53,56,70,70,68,76,68,68,70,74,72,72,65,72,68,65,65,79,68,70,73,78,61,44,72,75,63,65,45,33,41
2903,237692,P.Foden,18,England,73,88,ManchesterCity,36,Left,1,3,3,Lean,CAM,47,67,130,65,70,71,72,70,71,64,64,56,62,64,61,47,76,43,73,68,53,70,76,78,71,86,68,86,70,50,70,45,61,62,58,68,74,44,73,56,58,47
2923,181123,T.HoÅÈava,30,CzechRepublic,73,73,ViktoriaPlzeÅ_,1,Right,1,3,3,Lean,CAM,12,72,154,66,69,69,71,72,70,66,65,59,64,67,61,57,76,66,73,68,59,74,77,67,62,71,70,69,74,66,72,58,71,55,63,63,75,65,73,40,65,58
2928,225926,PereMilla,25,Spain,73,76,SDEibar,17,Left,1,2,3,Normal,CAM,22,70,154,70,72,73,71,65,72,52,56,45,53,73,75,56,67,62,78,65,58,60,73,78,76,78,68,68,76,54,72,62,70,45,32,72,69,62,57,40,30,28
2953,216464,A.Browne,23,RepublicofIreland,73,78,PrestonNorthEnd,11,Right,1,4,3,Lean,CAM,8,68,157,70,70,70,70,71,71,72,71,72,71,65,69,72,70,68,69,41,45,68,71,75,75,73,72,73,67,90,91,78,72,85,69,70,72,67,70,70,72,66
2961,178323,A.Traor’©,29,BurkinaFaso,73,73,AtikerKonyaspor,16,Left,1,4,4,Normal,CAM,12,69,157,70,72,73,72,67,72,58,60,56,58,72,68,68,70,66,77,72,74,62,75,84,82,83,67,65,72,83,70,68,69,78,40,66,74,70,71,58,38,32
2994,176545,C.Marrugo,32,Colombia,73,73,MillonariosFC,8,Right,1,4,3,Normal,CAM,13,70,165,68,71,71,72,70,71,63,63,56,61,73,66,58,74,70,72,58,57,72,73,67,69,69,74,68,70,30,66,67,68,57,54,72,78,63,75,52,51,49
3008,201895,D.Fagundez,23,Uruguay,73,77,NewEnglandRevolution,6,Right,1,2,4,Lean,CAM,14,68,141,67,71,71,71,66,70,56,58,49,56,58,68,48,71,61,78,70,65,63,70,80,75,88,69,82,78,57,73,49,67,63,30,68,71,52,70,41,51,43
3019,185260,D.Kadah,32,Turkey,73,73,G’_ztepeSK,20,Right,1,4,3,Normal,CAM,63,73,176,73,72,71,72,67,70,53,53,48,50,66,74,78,72,65,70,69,60,66,74,63,67,66,75,65,79,78,74,79,74,72,25,74,76,72,74,25,26,24
